song,artist,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo
Lean Wit Me,Juice WRLD,0.665,0.651,1,-5.515,1,0.156,0.0414,0.0,0.0896,0.237,163.935
Out My Way,Juice WRLD,0.664,0.832,10,-3.166,0,0.34,0.107,0.0,0.776,0.498,164.144
Wasted (feat. Lil Uzi Vert),"Juice WRLD, Lil Uzi Vert",0.742,0.579,0,-5.024,1,0.202,0.0381,0.0,0.0952,0.502,144.994
Hurt Me,Juice WRLD,0.62,0.451,6,-7.623,1,0.17,0.128,0.0,0.373,0.294,156.906
Murder On My Mind,YNW Melly,0.759,0.73,0,-7.985,0,0.0516,0.145,3.06e-06,0.11,0.74,115.007
Sanguine Paradise,Lil Uzi Vert,0.729,0.603,6,-6.736,0,0.0666,0.0948,0.0,0.113,0.207,134.972
Dear Society,Madison Beer,0.65,0.594,7,-6.374,0,0.0492,0.161,0.0,0.133,0.416,145.944
Hurts Like Hell (feat. Offset),"Madison Beer, Offset",0.704,0.56,1,-6.791,0,0.179,0.185,0.0,0.0948,0.609,75.003
Goodbyes (Feat. Young Thug),"Post Malone, Young Thug",0.58,0.653,5,-3.818,1,0.0745,0.447,0.0,0.111,0.175,150.231
Kaukan Mut Lähel,ibe,0.73,0.599,9,-9.246,1,0.0472,0.212,0.329,0.114,0.407,150.008
Mercy,Shawn Mendes,0.555,0.662,11,-4.952,0,0.0827,0.125,0.0,0.111,0.356,148.128
Psykologi,SANNI,0.422,0.446,5,-8.166,0,0.0379,0.0509,0.00029,0.106,0.0767,121.946
Pommi (pampampam),SANNI,0.777,0.685,11,-5.837,0,0.043,0.00786,1.03e-05,0.356,0.535,100.05
Teeth,5 Seconds of Summer,0.755,0.448,3,-2.993,0,0.0405,0.0508,3.87e-06,0.11,0.431,139.028
Sytyn,ABREU,0.628,0.825,1,-4.957,1,0.0522,0.0881,4.45e-05,0.262,0.798,96.98
Cross Me (feat. Chance the Rapper & PnB Rock),"Ed Sheeran, Chance the Rapper, PnB Rock",0.746,0.787,4,-6.373,1,0.12,0.214,0.0,0.0669,0.607,95.005
A LOT TO LOSE,24kGoldn,0.611,0.755,1,-5.664,1,0.0465,0.206,0.0,0.127,0.429,159.947
Faucet Failure,Ski Mask The Slump God,0.935,0.552,10,-9.373,0,0.335,0.111,0.0,0.0952,0.615,99.993
SauceMan,ibe,0.76,0.566,4,-9.379,0,0.0396,0.038,0.365,0.0976,0.392,105.992
2naamaa,Sexmane,0.642,0.466,9,-11.283,1,0.23,0.2,0.0,0.104,0.186,163.766
Clout (feat. Cardi B),"Offset, Cardi B",0.919,0.622,1,-7.384,1,0.0997,0.228,4.24e-06,0.122,0.424,140.022
"Baguettes in the Face (feat. NAV, Playboi Carti & A Boogie Wit da Hoodie)","Mustard, NAV, Playboi Carti, A Boogie Wit da Hoodie",0.883,0.525,2,-8.054,0,0.0633,0.189,0.0,0.0971,0.312,99.978
Roses (with Juice WRLD feat. Brendon Urie),"benny blanco, Juice WRLD, Brendon Urie",0.612,0.601,8,-7.089,1,0.164,0.168,0.0,0.117,0.525,147.018
Lalala,"Y2K, bbno$",0.843,0.391,2,-7.899,1,0.0845,0.181,0.0,0.137,0.496,129.972
Dance Monkey,Tones And I,0.824,0.592,6,-6.4,0,0.0969,0.693,0.000158,0.178,0.54,98.074
TIEN PÄÄL,"ibe, MELO",0.832,0.345,0,-12.657,0,0.219,0.139,0.000216,0.139,0.533,97.056
Make Believe,Juice WRLD,0.465,0.84,0,-4.35,1,0.0722,0.125,0.0,0.138,0.672,83.981
Ransom,Lil Tecca,0.745,0.642,7,-6.257,0,0.287,0.0204,0.0,0.0658,0.226,179.974
Beautiful People (feat. Khalid),"Ed Sheeran, Khalid",0.64,0.648,5,-8.113,0,0.187,0.124,0.0,0.0802,0.548,92.977
Karavaani,Roope Salminen & Koirat,0.602,0.899,0,-6.86,1,0.0419,0.00333,0.00227,0.171,0.705,121.969
Chances,Backstreet Boys,0.551,0.755,11,-6.255,1,0.0678,0.0178,0.0,0.466,0.296,109.835
You Need To Calm Down,Taylor Swift,0.768,0.678,2,-5.604,1,0.0505,0.00838,0.0,0.0596,0.706,85.025
Money In The Grave (Drake ft. Rick Ross),"Drake, Rick Ross",0.831,0.502,10,-4.045,0,0.046,0.101,0.0,0.122,0.101,100.541
Panini,Lil Nas X,0.703,0.594,5,-6.146,0,0.0752,0.342,0.0,0.123,0.475,153.848
Ehdottomasti ehkä,JVG,0.733,0.688,6,-4.916,0,0.0651,0.097,0.0,0.0852,0.692,81.01
Señorita,"Shawn Mendes, Camila Cabello",0.759,0.54,9,-6.039,0,0.0287,0.037,0.0,0.0945,0.75,116.947
Pantomiimi (feat. Jenna Alexa),"Pikku G, Jenna Alexa",0.716,0.707,0,-6.747,0,0.0604,0.0623,0.0,0.194,0.569,119.986
Kalenterist tilaa (feat. Evelina),"JVG, Evelina",0.78,0.674,1,-5.968,0,0.14,0.417,0.0,0.0794,0.814,121.836
Truth Hurts,Lizzo,0.715,0.624,4,-3.046,0,0.114,0.11,0.0,0.123,0.412,158.087
Räkis,Gettomasa,0.778,0.518,2,-7.873,1,0.182,0.0246,0.000162,0.0743,0.731,179.036
Silmät,Gettomasa,0.788,0.726,7,-6.262,1,0.356,0.182,0.0,0.239,0.784,180.092
Suojaus petti,Gasellit,0.816,0.676,0,-6.945,0,0.202,0.175,1.23e-06,0.285,0.896,104.959
Frendi,Mouhous,0.872,0.668,0,-6.171,1,0.106,0.0858,0.0,0.0604,0.839,126.005
Ei Saada Takasin Meit,Adi L Hasla,0.733,0.674,0,-6.171,0,0.0725,0.0373,0.0,0.194,0.467,100.153
Never Really Over,Katy Perry,0.77,0.882,8,-4.792,1,0.0602,0.194,0.0,0.316,0.385,99.991
Pop Out (feat. Lil Tjay),"Polo G, Lil Tjay",0.861,0.621,1,-7.106,1,0.362,0.121,0.0,0.0689,0.254,83.976
EARFQUAKE,"Tyler, The Creator",0.554,0.498,9,-8.866,1,0.0685,0.23,5.98e-06,0.795,0.413,79.635
Mother's Daughter,Miley Cyrus,0.681,0.865,1,-4.132,0,0.0594,0.00464,0.00169,0.149,0.528,91.017
Frisbee,JVG,0.585,0.74,10,-6.687,1,0.078,0.0259,0.0,0.112,0.507,128.045
Kännissä tai läpällä,costee,0.72,0.7,7,-6.546,1,0.158,0.0596,2.34e-05,0.455,0.438,87.999
Made in Italy,"Cledos, Mikael Gabriel",0.777,0.835,7,-5.497,1,0.134,0.116,1.29e-06,0.128,0.665,82.509
PIDÄKII,Cledos,0.622,0.747,2,-5.581,0,0.043,0.0496,0.0002,0.314,0.363,174.058
Ihan Sama Mä Elän,Tuure Boelius,0.819,0.849,9,-5.303,1,0.202,0.0755,0.0,0.462,0.833,130.004
Because I Had You,Shawn Mendes,0.559,0.337,7,-9.751,1,0.404,0.331,0.0,0.311,0.705,203.231
Tilttiin,Pasi ja Anssi,0.679,0.936,1,-6.011,0,0.0727,0.000594,0.0,0.341,0.745,132.025
7300 päivää (feat. Erika Vikman & Danny),"DJ Oku Luukkainen, HesaÄijä, Erika Vikman, Danny",0.631,0.943,8,-6.853,1,0.0693,0.409,0.0,0.121,0.703,140.138
No Sleep (feat. Bonn),"Martin Garrix, Bonn",0.44,0.635,11,-6.385,1,0.0326,0.129,0.0,0.121,0.327,128.133
Hei kevät,SANNI,0.578,0.78,11,-5.718,0,0.0476,0.16,0.0,0.313,0.122,99.967
Helposti särkyvää,Nelli Matula,0.666,0.575,7,-5.385,1,0.0389,0.011,0.00202,0.0927,0.498,100.112
Surullinen Klovni,"MKDMSK, Pyhimys",0.768,0.6,8,-9.567,1,0.203,0.316,0.0,0.101,0.834,132.039
Leave,Post Malone,0.535,0.55,4,-7.249,1,0.0229,0.246,0.000105,0.124,0.619,90.086
Rooma (feat. Etta),"Lukas Leon, Etta",0.3,0.735,4,-5.342,1,0.0724,0.051,0.0,0.216,0.188,69.752
Power is Power,"SZA, The Weeknd, Travis Scott, Game of Thrones",0.507,0.644,4,-7.485,1,0.0641,0.00413,0.0,0.217,0.172,179.913
Old Town Road,Lil Nas X,0.908,0.517,1,-6.063,1,0.129,0.0361,1.73e-06,0.0949,0.471,136.019
BIGMACi,"Bizi, Cledos",0.817,0.669,1,-4.571,1,0.335,0.000991,0.00043,0.268,0.27,160.968
Juon sut pois,Benjamin,0.623,0.727,4,-4.684,0,0.0509,0.0727,0.0,0.336,0.4,142.892
Luurangot,costee,0.681,0.553,11,-6.406,0,0.061,0.197,0.0,0.0811,0.302,148.932
Dementia,SANNI,0.657,0.707,3,-6.576,0,0.0449,0.00387,0.0528,0.226,0.523,128.049
Muistuta mua,Pyhimys,0.564,0.713,0,-6.983,0,0.0734,0.18,5.13e-06,0.101,0.634,149.949
Arriba (feat. Clean Bandit),"Little Big, Tatarka, Clean Bandit",0.907,0.775,10,-5.983,0,0.0698,0.0564,0.168,0.044,0.718,129.049
Satasen Laina,"Mäkki, Sini Sabotage",0.833,0.744,8,-5.692,1,0.0954,0.1,0.0,0.341,0.696,102.026
Ride It,Regard,0.88,0.751,7,-4.258,0,0.0874,0.177,6.43e-05,0.106,0.884,117.948
Waiting Game,Isac Elliot,0.651,0.831,0,-5.399,1,0.0506,0.00176,6.3e-06,0.177,0.417,96.018
Last Hurrah - David Guetta Remix,"Bebe Rexha, David Guetta",0.683,0.712,11,-6.954,0,0.0528,0.105,1.82e-06,0.21,0.59,91.033
Instagram,"Dimitri Vegas & Like Mike, David Guetta, Daddy Yankee, Afro Bros, Natti Natasha, Dimitri Vegas, Like Mike",0.765,0.906,8,-2.097,0,0.0965,0.125,0.0,0.423,0.95,96.071
South of the Border (feat. Camila Cabello & Cardi B),"Ed Sheeran, Camila Cabello, Cardi B",0.857,0.621,9,-6.376,0,0.0825,0.148,0.0,0.0865,0.668,97.989
Easier – Remix (with Charlie Puth),"5 Seconds of Summer, Charlie Puth",0.418,0.445,5,-5.407,1,0.227,0.469,0.0,0.123,0.608,175.686
TYTÖT TYKKÄÄ,"Tuure Boelius, Teflon Brothers",0.838,0.918,8,-6.076,0,0.0782,0.073,0.0,0.0643,0.948,125.994
Circles,Post Malone,0.704,0.758,0,-3.537,1,0.0402,0.233,0.00144,0.0924,0.534,120.003
Down Under,"LVNDSCAPE, Rat City",0.714,0.798,5,-5.937,0,0.0668,0.0663,0.00206,0.145,0.698,106.971
Koske,Nelli Matula,0.652,0.625,6,-5.886,1,0.0283,0.0333,0.000163,0.12,0.346,96.006
Ritual,"Tiësto, Jonas Blue, Rita Ora",0.647,0.726,3,-4.389,0,0.0552,0.157,0.0,0.0844,0.767,114.996
Näytä mulle ne,Benjamin,0.417,0.654,4,-5.999,0,0.0505,0.0564,0.0,0.196,0.308,187.914
Kaikki tytöt,Kymppilinja,0.796,0.756,6,-5.377,0,0.0974,0.048,0.0,0.0589,0.957,150.001
Takeaway (feat. Lennon Stella),"The Chainsmokers, ILLENIUM, Lennon Stella",0.294,0.505,3,-8.106,1,0.042,0.12,0.0,0.0977,0.357,85.332
Hollaa (feat. Sofia Zida),"Henriguez, Sofia Zida",0.706,0.785,7,-6.733,0,0.0598,0.062,0.0,0.421,0.779,90.033
"Yo x Ti, Tu x Mi","ROSALÍA, Ozuna",0.78,0.759,1,-3.292,1,0.225,0.462,0.000868,0.143,0.579,91.952
Vaikutuksen alainen,Juno,0.726,0.635,4,-6.778,1,0.205,0.222,1.57e-05,0.341,0.398,98.97
Bad as the Boys,"Tove Lo, ALMA",0.707,0.818,7,-4.891,1,0.0391,0.0702,1.61e-05,0.105,0.489,150.084
Hedelmäpommi (feat. Frederik),"Yksi Totuus, Frederik",0.683,0.834,0,-4.886,1,0.0581,0.0625,0.0,0.14,0.803,135.978
Käty,Arttu Lindeman,0.745,0.715,6,-6.121,0,0.0688,0.0305,0.0,0.25,0.846,123.021
Body,Indy & Karim,0.586,0.825,4,-5.661,0,0.0539,0.0223,0.0,0.291,0.481,101.956
Mikä kesä,"Seksikäs-Suklaa, Dosdela",0.729,0.741,1,-6.361,0,0.0457,0.0295,0.0,0.232,0.752,111.954
Won't Be Late (feat. Drake),"Swae Lee, Drake",0.915,0.588,7,-6.302,0,0.0677,0.0824,0.000169,0.104,0.329,123.936
Mama,"Ella Eyre, Banx & Ranx, Kiana Ledé",0.696,0.761,10,-5.227,0,0.172,0.0723,0.0,0.228,0.832,129.935
China,"Anuel AA, Daddy Yankee, KAROL G, J Balvin, Ozuna",0.786,0.808,7,-3.702,1,0.0882,0.0846,0.000289,0.0822,0.609,105.027
Higher Love,"Kygo, Whitney Houston",0.693,0.678,8,-7.159,1,0.0324,0.0154,6.05e-06,0.101,0.404,103.952
Sano mun nimi ääneen,"Ida Paul & Kalle Lindroth, Ida Paul, Kalle Lindroth",0.583,0.592,2,-6.264,0,0.0783,0.212,0.0,0.239,0.763,169.966
Pakomatka,"Brädi, Redrama",0.745,0.846,2,-4.589,1,0.279,0.171,0.0,0.647,0.468,91.929
Hyvä päivä,"Cavallini & Shrty, JVG",0.813,0.668,3,-6.058,1,0.148,0.143,0.0,0.131,0.905,126.012
Bittersweet Symphony (feat. Emily Roberts),"GAMPER & DADONI, Emily Roberts",0.676,0.582,9,-7.58,1,0.128,0.221,0.00627,0.515,0.447,124.012
From Paris to Berlin - radio version,Infernal,0.75,0.808,9,-6.72,0,0.0885,0.0836,0.0,0.0287,0.917,126.063
Summer Of '69,Bryan Adams,0.508,0.834,2,-6.205,1,0.0386,0.0183,0.0,0.0732,0.774,139.131
One Way or Another (Teenage Kicks),One Direction,0.489,0.867,4,-3.121,0,0.071,0.025,0.0,0.586,0.409,162.131
"Holding Out for a Hero - From ""Footloose"" Soundtrack",Bonnie Tyler,0.612,0.675,9,-15.995,0,0.0398,0.0234,1e-05,0.0471,0.883,150.058
Step Up,Darin,0.654,0.743,1,-7.173,0,0.131,0.102,0.0,0.21,0.623,103.051
Bussin (feat. Lil Pump),"Blueface, Lil Pump",0.904,0.644,8,-8.0,1,0.265,0.00968,0.0,0.132,0.6,106.989
Ransom,Lil Tecca,0.745,0.642,7,-6.257,0,0.287,0.0204,0.0,0.0658,0.226,179.974
Did It Again,Lil Tecca,0.686,0.561,10,-9.929,0,0.191,0.185,0.0,0.114,0.186,148.775
Shots,Lil Tecca,0.829,0.582,7,-5.721,0,0.0415,0.525,0.0,0.0759,0.51,108.028
Out Of Luck,Lil Tecca,0.563,0.624,8,-8.271,1,0.287,0.0439,0.0,0.111,0.337,152.068
Playing Games (with Bryson Tiller) - Extended Version,"Summer Walker, Bryson Tiller",0.726,0.408,11,-6.606,0,0.0614,0.603,0.0,0.225,0.459,115.918
Don’t Call Me Angel (Charlie’s Angels) (with Miley Cyrus & Lana Del Rey),"Ariana Grande, Miley Cyrus, Lana Del Rey",0.643,0.721,1,-5.248,1,0.0449,0.00268,6.51e-06,0.0898,0.317,102.914
VALENTINO,24kGoldn,0.745,0.718,9,-4.853,0,0.183,0.197,0.0,0.134,0.539,151.097
VIBEZ,DaBaby,0.768,0.652,1,-2.708,0,0.307,0.113,0.0,0.107,0.777,154.187
Hot (feat. Gunna),"Young Thug, Gunna",0.855,0.651,0,-8.044,0,0.235,0.063,0.0,0.0772,0.559,111.997
mä + sä (feat. Lauri Haav & Karina),"Pykäri, Lauri Haav, Karina",0.578,0.596,1,-10.628,0,0.108,0.0428,3.53e-06,0.27,0.297,159.931
Japanese Drip,"Kube, Cledos",0.972,0.448,6,-10.784,0,0.204,0.0433,0.00455,0.106,0.152,109.023
HIGHEST IN THE ROOM,Travis Scott,0.598,0.427,7,-8.764,0,0.0317,0.0546,5.83e-06,0.21,0.0605,76.469
Bad Bad Bad (feat. Lil Baby),"Young Thug, Lil Baby",0.974,0.596,6,-8.888,1,0.184,0.0976,0.0,0.151,0.892,111.959
One Thing Right,"Marshmello, Kane Brown",0.659,0.623,4,-2.253,1,0.0451,0.0667,0.0,0.582,0.439,88.042
Stuck In A Dream (feat. Gunna),"Lil Mosey, Gunna",0.753,0.652,10,-5.943,0,0.0753,0.444,0.0,0.117,0.745,139.962
Single Again,Big Sean,0.635,0.677,10,-5.548,1,0.0909,0.161,0.0,0.154,0.253,94.95
Babushka Boi,A$AP Rocky,0.897,0.743,10,-5.446,0,0.222,0.304,4.44e-05,0.137,0.905,134.979
On GOD (with YG & Tyga feat. A$AP Ferg & A$AP Rocky),"Mustard, YG, Tyga, A$AP Ferg, A$AP Rocky",0.857,0.676,1,-5.359,1,0.192,0.218,0.0,0.0592,0.339,103.998
imagine,Ariana Grande,0.729,0.475,8,-4.985,1,0.0364,0.378,0.0,0.12,0.371,62.52
NASA,Ariana Grande,0.747,0.458,6,-6.891,1,0.303,0.451,0.0,0.252,0.47,75.029
bloodline,Ariana Grande,0.758,0.665,2,-5.188,0,0.0774,0.0815,0.000157,0.216,0.643,151.976
fake smile,Ariana Grande,0.45,0.619,9,-7.412,1,0.372,0.329,0.0,0.319,0.427,83.3
bad idea,Ariana Grande,0.847,0.579,1,-5.314,1,0.0719,0.0268,0.0545,0.102,0.569,137.998
ghostin,Ariana Grande,0.287,0.364,9,-8.295,1,0.0306,0.418,1.8e-05,0.185,0.11,103.777
Santa Tell Me,Ariana Grande,0.525,0.621,7,-7.364,1,0.116,0.0489,0.0,0.294,0.591,191.9
Focus,Ariana Grande,0.671,0.876,6,-6.034,1,0.239,0.266,0.0,0.444,0.8,100.016
Bang Bang,"Jessie J, Ariana Grande, Nicki Minaj",0.707,0.752,0,-4.401,0,0.0885,0.269,0.0,0.377,0.724,150.061
Put Your Hearts Up,Ariana Grande,0.597,0.815,9,-4.802,1,0.0457,0.1,0.0,0.112,0.581,162.039
Work from Home (feat. Ty Dolla $ign),"Fifth Harmony, Ty Dolla $ign",0.803,0.585,8,-5.861,1,0.0432,0.103,3.94e-06,0.0644,0.593,105.017
All In My Head (Flex) (feat. Fetty Wap),"Fifth Harmony, Fetty Wap",0.689,0.791,0,-5.194,0,0.053,0.023,0.0,0.0526,0.755,95.04
Liar,Camila Cabello,0.74,0.498,11,-6.684,0,0.0456,0.0169,0.00282,0.319,0.652,98.016
She Loves Control,Camila Cabello,0.65,0.758,2,-4.02,1,0.116,0.166,0.0,0.0889,0.663,94.9
In the Dark,Camila Cabello,0.425,0.548,7,-6.762,1,0.114,0.21,0.0,0.115,0.282,175.756
Tie Me Down (with Elley Duhé) - Steve Aoki Remix,"Gryffin, Elley Duhé, Steve Aoki",0.715,0.788,6,-4.271,1,0.066,0.0874,0.0,0.195,0.372,110.041
Purpose - Stripped,Etham,0.422,0.29,8,-9.702,1,0.0414,0.67,0.0,0.109,0.517,155.292
Giant (with Rag'n'Bone Man),"Calvin Harris, Rag'n'Bone Man",0.807,0.887,1,-4.311,0,0.0361,0.016,0.000503,0.0811,0.606,122.015
What You Wish For,Alex Vargas,0.629,0.466,9,-7.396,0,0.034,0.652,0.0,0.0955,0.165,134.677
"Fire On Fire - From ""Watership Down""",Sam Smith,0.584,0.407,1,-7.356,0,0.046,0.476,0.0,0.18,0.341,115.124
Long Sun,Jez Dior,0.599,0.629,8,-7.493,0,0.349,0.0712,0.0,0.347,0.39,151.732
Cocoon,Milky Chance,0.743,0.659,10,-6.755,1,0.0343,0.0998,0.00028,0.0622,0.804,114.033
La La Land (feat. YG),"Bryce Vine, YG",0.774,0.473,1,-5.122,0,0.0569,0.221,0.0,0.222,0.416,97.953
Glass House (feat. Naomi Wild),"Machine Gun Kelly, Naomi Wild",0.68,0.586,1,-7.01,0,0.0567,0.0174,3.19e-06,0.128,0.196,149.968
Dreamers,"MOTi, Project.M, Lovespeake",0.618,0.875,8,-4.417,1,0.159,0.00233,1.44e-06,0.341,0.502,128.005
She Bad,"Cardi B, YG",0.791,0.504,10,-7.864,1,0.266,0.0183,0.0,0.0963,0.355,159.949
I Do (feat. SZA),"Cardi B, SZA",0.886,0.473,7,-7.338,0,0.255,0.27,2.58e-05,0.0864,0.438,135.065
Money Bag,Cardi B,0.947,0.788,10,-6.138,0,0.124,0.107,0.000691,0.108,0.454,129.977
Best Life (feat. Chance The Rapper),"Cardi B, Chance the Rapper",0.62,0.625,9,-7.438,1,0.553,0.287,0.0,0.314,0.665,167.911
Rodeo,"Lil Nas X, Cardi B",0.706,0.679,9,-5.614,1,0.0324,0.139,6.98e-05,0.465,0.657,140.081
Free Spirit,Khalid,0.627,0.446,2,-9.477,0,0.0332,0.308,0.00077,0.111,0.11,139.994
Something's Got To Give,Labrinth,0.511,0.747,0,-5.904,1,0.124,0.0393,6.63e-06,0.028,0.564,109.022
Last Hurrah,Bebe Rexha,0.514,0.618,11,-4.585,0,0.0317,0.175,0.0,0.117,0.401,84.259
No Brainer,"DJ Khaled, Justin Bieber, Quavo, Chance the Rapper",0.552,0.76,0,-4.706,1,0.342,0.0733,0.0,0.0865,0.639,135.702
Solita (feat. Rich The Kid),"PRETTYMUCH, Rich The Kid",0.699,0.855,11,-2.728,1,0.0528,0.0721,0.0,0.0671,0.726,124.947
Body,"Loud Luxury, Brando",0.752,0.764,1,-4.399,1,0.038,0.0476,9.44e-05,0.0543,0.582,121.958
Hey Baby (feat. A7S),"Tungevaag, Raaban, A7S",0.695,0.889,11,-2.983,1,0.0729,0.0347,0.0,0.275,0.691,124.991
Whenever (feat. Conor Maynard),"Kris Kross Amsterdam, The Boy Next Door, Conor Maynard",0.734,0.765,7,-5.562,1,0.0621,0.151,0.0,0.231,0.518,109.989
So Close,"NOTD, Felix Jaehn, Captain Cuts, Georgia Ku",0.7,0.872,10,-5.896,1,0.0666,0.121,7.08e-06,0.103,0.761,125.03
Pretender (feat. Lil Yachty & AJR),"Steve Aoki, Lil Yachty, AJR",0.637,0.778,5,-3.642,0,0.0706,0.0248,0.0,0.228,0.286,103.093
"I Can’t Get Enough (benny blanco, Selena Gomez, J Balvin, Tainy)","benny blanco, Selena Gomez, J Balvin, Tainy",0.541,0.468,10,-4.039,0,0.362,0.404,3.65e-06,0.358,0.69,95.266
Woman Like Me (feat. Nicki Minaj),"Little Mix, Nicki Minaj",0.757,0.849,5,-3.424,0,0.0536,0.173,0.0,0.0878,0.826,150.036
Be Your Friend,"Vigiland, Alexander Tidebrink",0.608,0.755,0,-4.197,1,0.0478,0.0645,0.0,0.155,0.663,128.038
Change My Heart,"Ummet Ozcan, Laurell",0.65,0.824,5,-4.948,0,0.0435,0.156,0.0,0.0819,0.217,90.004
Real Friends,PRETTYMUCH,0.779,0.785,9,-2.244,1,0.0381,0.12,0.0,0.0488,0.748,143.933
Lights Out (Too Drunk) [feat. Hayla],"DJ Katch, Hayla",0.742,0.698,6,-5.475,1,0.0701,0.0529,0.00057,0.11,0.695,115.953
Paha Äiä,Nuorihylly,0.616,0.657,10,-9.928,0,0.0744,0.00266,0.0,0.163,0.357,150.004
Anybody (feat. Nicki Minaj),"Young Thug, Nicki Minaj",0.901,0.472,11,-8.416,0,0.194,0.0381,0.0,0.11,0.479,120.0
Alas,Lauri Haav,0.444,0.75,8,-6.622,1,0.314,0.177,2.16e-05,0.0782,0.425,178.434
Celebration,Oliver Francis,0.617,0.536,2,-8.852,1,0.0558,0.334,5.33e-05,0.297,0.152,140.091
Varoo,Aaro630,0.723,0.571,11,-9.869,0,0.219,0.563,0.000903,0.121,0.176,162.077
Get It Together,"Drake, Black Coffee, Jorja Smith",0.781,0.721,5,-9.133,0,0.0514,0.0945,0.391,0.104,0.849,123.011
The Weekend - Funk Wav Remix,"SZA, Calvin Harris, Funk Wav",0.775,0.573,11,-4.933,1,0.0585,0.495,0.0,0.126,0.667,101.925
Slide,"H.E.R., YG",0.827,0.469,10,-9.141,0,0.341,0.0807,8.12e-06,0.207,0.196,97.028
Toista,Aaro630,0.714,0.363,1,-10.8,0,0.109,0.0786,0.0026,0.119,0.255,142.908
Djadja,Aya Nakamura,0.811,0.797,5,-5.428,1,0.165,0.0617,0.0,0.112,0.541,97.988
GOSHA,$NOT,0.819,0.462,0,-9.638,0,0.485,0.814,1.62e-05,0.318,0.5,159.873
1000 Rounds,"Pouya, Ghostemane",0.825,0.761,8,-5.389,1,0.104,0.0111,0.00359,0.334,0.161,149.97
D.R.E.A.M. (feat. Ghostface Killah),"Miley Cyrus, Ghostface Killah",0.688,0.637,0,-5.127,1,0.259,0.185,1.97e-05,0.0943,0.449,160.026
Nyt ja heti,Lauri Haav,0.862,0.557,8,-8.494,1,0.379,0.174,0.0,0.348,0.553,99.988
Palasina,Vilma Alina,0.58,0.366,0,-9.6,1,0.0306,0.338,1.78e-05,0.255,0.16,85.993
Kertakäyttörakkaus,Mansesteri,0.749,0.742,9,-3.04,1,0.0762,0.409,0.0,0.0556,0.664,85.013
Mitä jos ne näkee,SANNI,0.404,0.623,11,-6.419,1,0.0342,0.00501,0.0985,0.16,0.146,145.534
Woppaa,"Mikael Gabriel, Kevin Tandu",0.763,0.719,1,-5.815,0,0.256,0.247,0.0,0.166,0.783,134.872
Best Song Ever,One Direction,0.652,0.877,1,-2.986,1,0.0465,0.0227,0.0,0.0789,0.486,118.491
Katumuksen sakramentti (feat. LEO),"Juno, LEO",0.828,0.851,1,-4.643,0,0.148,0.0851,0.0,0.074,0.897,117.034
Rakkaus,Haloo Helsinki!,0.616,0.96,0,-5.471,1,0.0565,0.00968,0.00223,0.103,0.645,127.01
Aina ku Aira (Vain elämää kausi 9),Ellinoora,0.536,0.483,5,-6.854,1,0.0303,0.333,0.0,0.0691,0.37,86.051
Köpis 2012,Haloo Helsinki!,0.517,0.599,11,-8.788,0,0.032,0.259,0.000188,0.281,0.307,101.851
Mine - POP Mix,Taylor Swift,0.696,0.768,7,-3.863,1,0.0308,0.00461,1.21e-06,0.101,0.692,121.05
Midnight Memories,One Direction,0.432,0.868,6,-2.01,0,0.0882,0.00725,0.0,0.233,0.567,156.128
Pakoon pahaa oloo,costee,0.624,0.64,11,-6.592,0,0.043,0.205,2.45e-05,0.137,0.325,163.927
Pojat on poikii feat. Elastinen & Spekti,"Uniikki, Elastinen, Spekti",0.626,0.766,5,-4.795,0,0.288,0.046,0.0,0.29,0.259,84.947
Tässä ja nyt,YOUNGHEARTED,0.76,0.717,1,-6.978,0,0.04,0.569,4.2e-06,0.0786,0.663,122.012
Be Good to Me,Ashley Tisdale,0.655,0.857,0,-4.148,1,0.0994,0.141,0.0,0.298,0.719,97.994
Miten kävikään,Aste,0.652,0.855,6,-5.623,0,0.107,0.00081,0.0,0.127,0.863,130.044
Kauas pois,Raappana,0.769,0.688,1,-4.891,0,0.0399,0.525,0.0,0.121,0.943,91.029
Hosun,"Ida Paul & Kalle Lindroth, Ida Paul, Kalle Lindroth",0.723,0.532,6,-7.578,1,0.0274,0.0466,1.58e-06,0.203,0.268,107.017
Nadaa,Diandra,0.685,0.813,11,-2.227,0,0.0381,0.0866,0.0,0.299,0.454,106.021
Hullu exä,"Ida Paul & Kalle Lindroth, Ida Paul, Kalle Lindroth",0.665,0.678,2,-5.395,1,0.0446,0.115,0.0,0.146,0.57,152.082
Vuosien päästä (feat. Etta),"STEREO, Etta",0.642,0.871,1,-3.483,0,0.0674,0.0144,3.31e-05,0.322,0.306,85.007
Soo Soo,ABREU,0.776,0.831,6,-3.069,0,0.0792,0.125,0.0,0.307,0.622,147.026
Make Me... (feat. G-Eazy) - Marc Stout & Tony Arzadon Remix,"Britney Spears, G-Eazy, Marc Stout, Tony Arzadon",0.649,0.918,7,-2.164,0,0.0634,0.0251,2.03e-05,0.131,0.369,126.004
Melkein kuollut,Keko Salata,0.723,0.698,11,-7.157,0,0.0728,0.303,1.57e-06,0.186,0.225,116.057
Kelpaat kelle vaan,Juha Tapio,0.558,0.492,0,-8.755,1,0.0262,0.168,0.00028,0.142,0.162,83.947
